INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTSTK    ,BEL       ,24/11/2022,00000100.00,PE      ,00000001.60,00000001.95,00000001.45,00000001.55,000000001368000,          1299600,              114,              095,      132123150.00,        2163150.00
OPTSTK    ,BEL       ,24/11/2022,00000105.00,CE      ,00000006.50,00000007.40,00000006.00,00000006.70,000000000912000,          1265400,              111,              096,      141098370.00,        8231370.00
OPTSTK    ,BEL       ,24/11/2022,00000105.00,PE      ,00000003.80,00000003.85,00000003.00,00000003.10,000000001014600,           991800,              087,              068,      107342970.00,        3203970.00
OPTSTK    ,BEL       ,24/11/2022,00000107.00,CE      ,00000005.75,00000006.25,00000005.25,00000005.25,000000000057000,            91200,              008,              008,       10278240.00,         519840.00
OPTSTK    ,BEL       ,24/11/2022,00000109.00,CE      ,00000004.50,00000004.50,00000004.50,00000004.50,000000000022800,            11400,              001,              001,        1293900.00,          51300.00
OPTSTK    ,BEL       ,24/11/2022,00000110.00,CE      ,00000003.65,00000004.85,00000003.65,00000004.25,000000001789800,          2929800,              257,              231,      334872720.00,       12594720.00
OPTSTK    ,BEL       ,24/11/2022,00000110.00,PE      ,00000005.30,00000006.05,00000005.30,00000005.60,000000000627000,           216600,              019,              019,       25058910.00,        1232910.00
OPTSTK    ,BEL       ,24/11/2022,00000112.00,CE      ,00000003.50,00000003.50,00000003.50,00000003.50,000000000034200,            22800,              002,              002,        2633400.00,          79800.00
OPTSTK    ,BEL       ,24/11/2022,00000115.00,CE      ,00000002.50,00000002.95,00000002.25,00000002.55,000000001630200,          1949400,              171,              157,      229205550.00,        5024550.00
OPTSTK    ,BEL       ,24/11/2022,00000120.00,CE      ,00000001.35,00000001.70,00000001.25,00000001.45,000000000763800,           912000,              080,              078,      110790330.00,        1350330.00
OPTSTK    ,BEL       ,24/11/2022,00000125.00,CE      ,00000000.70,00000000.90,00000000.70,00000000.80,000000000307800,           273600,              024,              024,       34417170.00,         217170.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000470.00,PE      ,00000000.05,00000000.05,00000000.05,00000000.05,000000000000000,             2200,              002,              002,        1034110.00,            110.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000500.00,PE      ,00000000.20,00000000.20,00000000.20,00000000.20,000000000005500,             1100,              001,              001,         550220.00,            220.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000540.00,PE      ,00000000.30,00000000.30,00000000.20,00000000.20,000000000059400,             4400,              004,              004,        2377045.00,           1045.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000550.00,PE      ,00000000.40,00000000.70,00000000.30,00000000.30,000000000093500,            28600,              026,              021,       15743585.00,          13585.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000570.00,PE      ,00000000.65,00000001.40,00000000.50,00000000.50,000000000027500,            55000,              050,              047,       31393780.00,          43780.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000580.00,PE      ,00000000.90,00000002.10,00000000.60,00000000.80,000000000089100,           117700,              107,              093,       68398825.00,         132825.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000590.00,PE      ,00000001.40,00000004.00,00000001.00,00000001.35,000000000052800,            69300,              063,              056,       41029725.00,         142725.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000600.00,CE      ,00000021.00,00000022.05,00000015.00,00000020.40,000000000029700,             9900,              009,              009,        6130630.00,         190630.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000600.00,PE      ,00000003.90,00000007.00,00000002.00,00000003.25,000000000253000,           349800,              318,              275,      211429515.00,        1549515.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000610.00,CE      ,00000016.45,00000017.85,00000010.55,00000014.10,000000000030800,            48400,              044,              044,       30218210.00,         694210.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000610.00,PE      ,00000006.90,00000010.50,00000004.30,00000005.40,000000000108900,           278300,              253,              228,      171703345.00,        1940345.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000620.00,CE      ,00000009.95,00000012.45,00000005.00,00000008.80,000000000358600,          1082400,              984,              899,      680782740.00,        9694740.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000620.00,PE      ,00000013.10,00000015.90,00000008.35,00000010.60,000000000096800,           170500,              155,              154,      107579505.00,        1869505.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000630.00,CE      ,00000005.15,00000008.40,00000002.70,00000005.05,000000000256300,           801900,              729,              593,      509792580.00,        4595580.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000630.00,PE      ,00000020.45,00000020.80,00000014.80,00000016.50,000000000046200,            22000,              020,              020,       14231140.00,         371140.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000640.00,CE      ,00000003.40,00000005.25,00000001.50,00000003.00,000000000279400,           475200,              432,              381,      305567680.00,        1439680.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000640.00,PE      ,00000022.60,00000030.75,00000022.60,00000026.25,000000000017600,             6600,              006,              006,        4400770.00,         176770.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000650.00,CE      ,00000002.15,00000003.35,00000001.00,00000001.75,000000000233200,           343200,              312,              272,      223713270.00,         633270.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000650.00,PE      ,00000032.00,00000035.20,00000032.00,00000035.20,000000000027500,             3300,              003,              003,        2254615.00,         109615.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000660.00,CE      ,00000001.40,00000002.05,00000000.70,00000001.05,000000000319000,           232100,              211,              179,      153486685.00,         300685.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000670.00,CE      ,00000000.70,00000001.10,00000000.35,00000000.65,000000000106700,           103400,              094,              084,       69351205.00,          73205.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000680.00,CE      ,00000000.30,00000000.60,00000000.30,00000000.45,000000000077000,            42900,              039,              033,       29190810.00,          18810.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000690.00,CE      ,00000000.25,00000000.35,00000000.25,00000000.25,000000000033000,            19800,              018,              015,       13667555.00,           5555.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000700.00,CE      ,00000000.20,00000000.30,00000000.10,00000000.25,000000000633600,           156200,              142,              081,      109370745.00,          30745.00
OPTSTK    ,BERGEPAINT,27/10/2022,00000700.00,PE      ,00000082.00,00000082.50,00000082.00,00000082.50,000000000016500,             2200,              002,              002,        1720950.00,         180950.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000550.00,PE      ,00000003.00,00000003.00,00000003.00,00000003.00,000000000034100,             1100,              001,              001,         608300.00,           3300.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000600.00,PE      ,00000014.90,00000016.25,00000011.20,00000013.70,000000000058300,            57200,              052,              038,       35149565.00,         829565.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000620.00,CE      ,00000024.00,00000024.00,00000022.00,00000023.00,000000000003300,             3300,              003,              003,        2121900.00,          75900.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000620.00,PE      ,00000020.00,00000024.00,00000020.00,00000024.00,000000000004400,             4400,              004,              004,        2823700.00,          95700.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000630.00,CE      ,00000022.50,00000022.50,00000015.00,00000015.00,000000000002200,             3300,              003,              003,        2140050.00,          61050.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000650.00,CE      ,00000013.95,00000013.95,00000008.15,00000010.90,000000000051700,            91300,              083,              066,       60331975.00,         986975.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000650.00,PE      ,00000040.00,00000040.00,00000037.25,00000037.25,000000000002200,             2200,              002,              002,        1514975.00,          84975.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000700.00,CE      ,00000001.60,00000002.75,00000001.55,00000002.70,000000000005500,             5500,              005,              005,        3862320.00,          12320.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000700.00,PE      ,00000079.00,00000079.00,00000079.00,00000079.00,000000000003300,             2200,              002,              002,        1713800.00,         173800.00
OPTSTK    ,BERGEPAINT,24/11/2022,00000740.00,CE      ,00000001.20,00000001.20,00000001.20,00000001.20,000000000001100,             1100,              001,              001,         815320.00,           1320.00
OPTSTK    ,BHARATFORG,27/10/2022,00000630.00,PE      ,00000000.20,00000000.20,00000000.20,00000000.20,000000000005000,             1000,              001,              001,         630200.00,            200.00
OPTSTK    ,BHARATFORG,27/10/2022,00000650.00,PE      ,00000000.25,00000000.25,00000000.15,00000000.15,000000000184000,             5000,              005,              005,        3250950.00,            950.00
OPTSTK    ,BHARATFORG,27/10/2022,00000670.00,PE      ,00000000.35,00000000.35,00000000.25,00000000.30,000000000071000,            18000,              018,              013,       12065750.00,           5750.00
OPTSTK    ,BHARATFORG,27/10/2022,00000680.00,PE      ,00000000.45,00000000.45,00000000.30,00000000.40,000000000071000,            12000,              012,              012,        8164550.00,           4550.00
OPTSTK    ,BHARATFORG,27/10/2022,00000690.00,PE      ,00000000.55,00000000.55,00000000.40,00000000.55,000000000086000,             6000,              006,              006,        4143100.00,           3100.00
OPTSTK    ,BHARATFORG,27/10/2022,00000700.00,CE      ,00000078.95,00000090.00,00000078.95,00000080.00,000000000092000,             7000,              007,              007,        5492950.00,         592950.00
OPTSTK    ,BHARATFORG,27/10/2022,00000700.00,PE      ,00000001.50,00000001.50,00000000.50,00000000.60,000000000293000,           207000,              207,              155,      145047050.00,         147050.00
OPTSTK    ,BHARATFORG,27/10/2022,00000710.00,PE      ,00000001.35,00000001.45,00000000.70,00000000.75,000000000098000,            94000,              094,              077,       66840200.00,         100200.00
OPTSTK    ,BHARATFORG,27/10/2022,00000720.00,CE      ,00000061.95,00000067.00,00000061.95,00000062.40,000000000037000,             4000,              004,              004,        3134000.00,         254000.00
OPTSTK    ,BHARATFORG,27/10/2022,00000720.00,PE      ,00000002.20,00000002.20,00000001.00,00000001.10,000000000109000,           202000,              202,              173,      145749100.00,         309100.00
OPTSTK    ,BHARATFORG,27/10/2022,00000730.00,CE      ,00000052.60,00000053.50,00000052.60,00000053.50,000000000034000,             3000,              003,              002,        2349600.00,         159600.00
OPTSTK    ,BHARATFORG,27/10/2022,00000730.00,PE      ,00000002.30,00000002.40,00000001.50,00000001.55,000000000106000,           135000,              135,              098,       98803600.00,         253600.00
OPTSTK    ,BHARATFORG,27/10/2022,00000740.00,CE      ,00000044.15,00000051.15,00000044.15,00000051.15,000000000038000,             2000,              002,              002,        1575300.00,          95300.00
OPTSTK    ,BHARATFORG,27/10/2022,00000740.00,PE      ,00000005.05,00000005.05,00000002.15,00000002.35,000000000187000,           296000,              296,              265,      219954350.00,         914350.00
OPTSTK    ,BHARATFORG,27/10/2022,00000750.00,CE      ,00000035.00,00000042.80,00000035.00,00000042.20,000000000373000,            16000,              016,              014,       12626350.00,         626350.00
OPTSTK    ,BHARATFORG,27/10/2022,00000750.00,PE      ,00000006.95,00000007.70,00000003.20,00000003.40,000000000262000,           442000,              442,              356,      333565700.00,        2065700.00
OPTSTK    ,BHARATFORG,27/10/2022,00000760.00,CE      ,00000026.20,00000036.20,00000024.75,00000033.45,000000000183000,            49000,              049,              037,       38795250.00,        1555250.00
OPTSTK    ,BHARATFORG,27/10/2022,00000760.00,PE      ,00000010.40,00000010.50,00000004.70,00000004.90,000000000189000,           370000,              370,              327,      283826750.00,        2626750.00
OPTSTK    ,BHARATFORG,27/10/2022,00000770.00,CE      ,00000020.60,00000028.25,00000019.35,00000025.90,000000000116000,            96000,              096,              091,       76227900.00,        2307900.00
OPTSTK    ,BHARATFORG,27/10/2022,00000770.00,PE      ,00000014.40,00000014.65,00000006.90,00000007.20,000000000187000,           518000,              518,              443,      403890750.00,        5030750.00
OPTSTK    ,BHARATFORG,27/10/2022,00000780.00,CE      ,00000013.65,00000023.20,00000013.65,00000019.50,000000000242000,          1216000,             1216,             1132,      971290750.00,       22810750.00
OPTSTK    ,BHARATFORG,27/10/2022,00000780.00,PE      ,00000017.70,00000018.60,00000010.50,00000011.05,000000000171000,           753000,              753,              659,      598040300.00,       10700300.00
OPTSTK    ,BHARATFORG,27/10/2022,00000790.00,CE      ,00000009.55,00000017.45,00000009.55,00000014.55,000000000293000,          1646000,             1646,             1393,     1323561050.00,       23221050.00
OPTSTK    ,BHARATFORG,27/10/2022,00000790.00,PE      ,00000023.75,00000023.75,00000015.25,00000015.65,000000000033000,            84000,              084,              083,       67925350.00,        1565350.00
OPTSTK    ,BHARATFORG,27/10/2022,00000800.00,CE      ,00000010.70,00000012.80,00000007.00,00000010.25,000000001135000,          3998000,             3998,             3345,     3237800550.00,       39400550.00
OPTSTK    ,BHARATFORG,27/10/2022,00000800.00,PE      ,00000027.65,00000030.05,00000020.80,00000021.10,000000000054000,            56000,              056,              051,       46211050.00,        1411050.00
OPTSTK    ,BHARATFORG,27/10/2022,00000810.00,CE      ,00000005.45,00000009.05,00000004.85,00000007.15,000000000225000,           684000,              684,              589,      558731750.00,        4691750.00
OPTSTK    ,BHARATFORG,27/10/2022,00000820.00,CE      ,00000003.00,00000006.50,00000003.00,00000004.95,000000000361000,           667000,              667,              601,      550084500.00,        3144500.00
OPTSTK    ,BHARATFORG,27/10/2022,00000830.00,CE      ,00000001.00,00000004.70,00000001.00,00000003.60,000000000122000,           442000,              442,              399,      368400750.00,        1540750.00
OPTSTK    ,BHARATFORG,27/10/2022,00000840.00,CE      ,00000001.95,00000003.50,00000001.60,00000002.65,000000000413000,          1383000,             1383,             1130,     1165470900.00,        3750900.00
OPTSTK    ,BHARATFORG,27/10/2022,00000840.00,PE      ,00000061.00,00000061.00,00000061.00,00000061.00,000000000001000,             1000,              001,              001,         901000.00,          61000.00
OPTSTK    ,BHARATFORG,27/10/2022,00000850.00,CE      ,00000001.15,00000002.55,00000001.15,00000001.70,000000000435000,           596000,              596,              521,      507663950.00,        1063950.00
OPTSTK    ,BHARATFORG,27/10/2022,00000860.00,CE      ,00000001.00,00000001.75,00000000.80,00000001.15,000000000136000,           363000,              363,              316,      312621450.00,         441450.00
OPTSTK    ,BHARATFORG,27/10/2022,00000870.00,CE      ,00000000.90,00000001.20,00000000.55,00000000.80,000000000050000,           113000,              113,              098,       98411250.00,         101250.00
OPTSTK    ,BHARATFORG,27/10/2022,00000880.00,CE      ,00000000.70,00000000.70,00000000.40,00000000.55,000000000040000,            31000,              031,              023,       27295650.00,          15650.00
OPTSTK    ,BHARATFORG,27/10/2022,00000890.00,CE      ,00000000.85,00000000.85,00000000.45,00000000.45,000000000013000,             6000,              006,              006,        5344100.00,           4100.00
OPTSTK    ,BHARATFORG,27/10/2022,00000900.00,CE      ,00000000.40,00000000.60,00000000.25,00000000.35,000000000191000,           136000,              136,              109,      122450500.00,          50500.00
OPTSTK    ,BHARATFORG,27/10/2022,00000910.00,CE      ,00000000.30,00000000.30,00000000.20,00000000.25,000000000138000,            57000,              057,              030,       51886000.00,          16000.00
OPTSTK    ,BHARATFORG,24/11/2022,00000650.00,PE      ,00000003.95,00000004.20,00000003.25,00000003.80,000000000019000,            21000,              021,              014,       13734400.00,          84400.00
OPTSTK    ,BHARATFORG,24/11/2022,00000700.00,CE      ,00000094.00,00000098.00,00000094.00,00000094.00,000000000004000,             4000,              004,              004,        3183000.00,         383000.00
OPTSTK    ,BHARATFORG,24/11/2022,00000700.00,PE      ,00000009.95,00000011.90,00000009.00,00000009.85,000000000152000,           234000,              234,              164,      166201950.00,        2401950.00
OPTSTK    ,BHARATFORG,24/11/2022,00000760.00,PE      ,00000024.00,00000024.00,00000024.00,00000024.00,000000000002000,             2000,              002,              002,        1568000.00,          48000.00
OPTSTK    ,BHARATFORG,24/11/2022,00000770.00,CE      ,00000048.95,00000049.30,00000048.95,00000049.30,000000000006000,             6000,              006,              006,        4915450.00,         295450.00
OPTSTK    ,BHARATFORG,24/11/2022,00000780.00,CE      ,00000042.75,00000045.55,00000040.00,00000045.55,000000000008000,            14000,              014,              014,       11513700.00,         593700.00
OPTSTK    ,BHARATFORG,24/11/2022,00000790.00,CE      ,00000036.75,00000040.10,00000035.75,00000040.05,000000000019000,            43000,              043,              027,       35596200.00,        1626200.00
OPTSTK    ,BHARATFORG,24/11/2022,00000790.00,PE      ,00000047.35,00000048.00,00000041.50,00000041.50,000000000001000,             7000,              007,              007,        5842100.00,         312100.00
OPTSTK    ,BHARATFORG,24/11/2022,00000800.00,CE      ,00000026.50,00000036.70,00000026.50,00000035.40,000000000704000,          1538000,             1538,             1370,     1282056600.00,       51656600.00
OPTSTK    ,BHARATFORG,24/11/2022,00000800.00,PE      ,00000047.50,00000050.65,00000046.15,00000046.70,000000000028000,            30000,              030,              027,       25429400.00,        1429400.00
OPTSTK    ,BHARATFORG,24/11/2022,00000810.00,CE      ,00000024.50,00000032.00,00000024.50,00000031.30,000000000018000,            34000,              034,              034,       28560400.00,        1020400.00
OPTSTK    ,BHARATFORG,24/11/2022,00000850.00,CE      ,00000014.05,00000019.20,00000014.00,00000018.70,000000000104000,           175000,              175,              156,      151839100.00,        3089100.00
OPTSTK    ,BHARATFORG,24/11/2022,00000880.00,CE      ,00000012.50,00000012.50,00000012.50,00000012.50,000000000001000,             1000,              001,              001,         892500.00,          12500.00
OPTSTK    ,BHARATFORG,24/11/2022,00000890.00,CE      ,00000010.85,00000010.85,00000010.85,00000010.85,000000000002000,             2000,              002,              002,        1801700.00,          21700.00
OPTSTK    ,BHARATFORG,24/11/2022,00000900.00,CE      ,00000007.00,00000009.80,00000007.00,00000009.15,000000000126000,           282000,              282,              212,      256254350.00,        2454350.00
OPTSTK    ,BHARATFORG,24/11/2022,00000910.00,CE      ,00000008.65,00000008.65,00000006.50,00000008.00,000000000006000,             8000,              008,              008,        7339200.00,          59200.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000550.00,PE      ,00000000.15,00000000.15,00000000.15,00000000.15,000000000006650,              950,              001,              001,         522642.50,            142.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000650.00,PE      ,00000000.10,00000000.15,00000000.10,00000000.15,000000000092150,             1900,              002,              002,        1235237.50,            237.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000670.00,PE      ,00000000.15,00000000.15,00000000.15,00000000.15,000000000003800,             1900,              002,              001,        1273285.00,            285.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000680.00,PE      ,00000000.15,00000000.20,00000000.15,00000000.20,000000000048450,             5700,              006,              006,        3877092.50,           1092.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000690.00,PE      ,00000000.25,00000000.25,00000000.20,00000000.20,000000000104500,             4750,              005,              003,        3278592.50,           1092.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000700.00,PE      ,00000000.35,00000000.40,00000000.15,00000000.20,000000000299250,           151050,              159,              089,      105773237.50,          38237.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000710.00,PE      ,00000000.30,00000000.35,00000000.15,00000000.20,000000000056050,            23750,              025,              023,       16868817.50,           6317.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000720.00,CE      ,00000068.00,00000068.00,00000068.00,00000068.00,000000000021850,             1900,              002,              002,        1497200.00,         129200.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000720.00,PE      ,00000000.35,00000000.50,00000000.10,00000000.20,000000000271700,           426550,              449,              272,      307228575.00,         112575.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000730.00,PE      ,00000000.50,00000000.60,00000000.20,00000000.30,000000000311600,           474050,              499,              420,      346277945.00,         221445.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000740.00,CE      ,00000042.20,00000049.00,00000042.20,00000049.00,000000000035150,             2850,              003,              003,        2236110.00,         127110.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000740.00,PE      ,00000000.55,00000000.75,00000000.25,00000000.30,000000000491150,           415150,              437,              224,      307409360.00,         198360.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000750.00,CE      ,00000027.85,00000039.00,00000027.45,00000038.25,000000000531050,            37050,              039,              036,       29068432.50,        1280932.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000750.00,PE      ,00000001.25,00000001.25,00000000.25,00000000.35,000000000700150,          1044050,             1099,              642,      783725062.50,         687562.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000760.00,CE      ,00000021.75,00000029.50,00000020.25,00000028.60,000000000437000,            93100,              098,              090,       73196597.50,        2440597.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000760.00,PE      ,00000001.50,00000002.25,00000000.35,00000000.40,000000000744800,          1277750,             1345,              936,      972357680.00,        1267680.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000770.00,CE      ,00000011.00,00000019.70,00000008.10,00000019.00,000000001483900,           836950,              881,              794,      657413490.00,       12961990.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000770.00,PE      ,00000003.20,00000004.55,00000000.60,00000000.70,000000001309100,          2797750,             2945,             2049,     2158909912.50,        4642412.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000780.00,CE      ,00000007.45,00000011.00,00000005.35,00000010.35,000000004320600,          4322500,             4550,             3989,     3409208902.50,       37658902.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000780.00,PE      ,00000008.05,00000009.60,00000001.65,00000002.00,000000001974100,          3814250,             4015,             3392,     2990980237.50,       15865237.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000790.00,CE      ,00000004.70,00000006.20,00000003.15,00000005.60,000000001390800,          6041050,             6359,             5525,     4804179782.50,       31750282.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000790.00,PE      ,00000016.75,00000016.95,00000006.35,00000006.95,000000000369550,          1454450,             1531,             1246,     1161774712.50,       12759212.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000800.00,CE      ,00000002.80,00000003.60,00000002.05,00000003.00,000000005318100,          6384000,             6720,             5081,     5126649445.00,       19449445.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000800.00,PE      ,00000025.60,00000025.60,00000013.70,00000014.25,000000000358150,           122550,              129,              125,       99993912.50,        1953912.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000810.00,CE      ,00000001.60,00000002.25,00000001.40,00000001.80,000000001866750,          1900950,             2001,             1596,     1543258850.00,        3489350.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000810.00,PE      ,00000031.85,00000031.85,00000023.10,00000023.10,000000000152000,            17100,              018,              018,       14325382.50,         474382.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000820.00,CE      ,00000001.20,00000001.30,00000000.85,00000001.05,000000003491250,          1759400,             1852,             1500,     1444629422.50,        1921422.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000820.00,PE      ,00000041.15,00000041.15,00000034.25,00000034.25,000000000064600,            21850,              023,              023,       18759792.50,         842792.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000830.00,CE      ,00000000.95,00000000.95,00000000.70,00000000.80,000000000978500,           748600,              788,              599,      621960440.00,         622440.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000830.00,PE      ,00000050.90,00000051.70,00000043.80,00000043.80,000000000013300,            10450,              011,              011,        9190205.00,         516705.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000840.00,CE      ,00000000.75,00000000.75,00000000.55,00000000.65,000000000795150,           579500,              610,              440,      487152875.00,         372875.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000840.00,PE      ,00000058.30,00000058.30,00000058.30,00000058.30,000000000006650,              950,              001,              001,         853385.00,          55385.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000850.00,CE      ,00000000.55,00000000.60,00000000.45,00000000.55,000000001607400,           614650,              647,              430,      522779442.50,         326942.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000850.00,PE      ,00000063.90,00000063.90,00000061.85,00000061.85,000000000027550,             5700,              006,              003,        5201392.50,         356392.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000860.00,CE      ,00000000.35,00000000.55,00000000.30,00000000.50,000000000407550,           475000,              500,              459,      408724817.50,         224817.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000870.00,CE      ,00000000.40,00000000.50,00000000.30,00000000.45,000000000259350,            57950,              061,              039,       50440582.50,          24082.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000880.00,CE      ,00000000.35,00000000.45,00000000.30,00000000.40,000000000266950,            46550,              049,              034,       40980672.50,          16672.50
OPTSTK    ,BHARTIARTL,27/10/2022,00000890.00,CE      ,00000000.25,00000000.40,00000000.25,00000000.35,000000000102600,            12350,              013,              010,       10995395.00,           3895.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000900.00,CE      ,00000000.30,00000000.35,00000000.25,00000000.35,000000000942400,           117800,              124,              080,      106056385.00,          36385.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000910.00,CE      ,00000000.30,00000000.30,00000000.10,00000000.30,000000000051300,           132050,              139,              051,      120190010.00,          24510.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000920.00,CE      ,00000000.30,00000000.35,00000000.20,00000000.20,000000000284050,            77900,              082,              074,       71686905.00,          18905.00
OPTSTK    ,BHARTIARTL,27/10/2022,00000930.00,CE      ,00000000.25,00000000.25,00000000.20,00000000.20,000000000007600,             3800,              004,              004,        3534855.00,            855.00
OPTSTK    ,BHARTIARTL,24/11/2022,00000650.00,CE      ,00000131.00,00000131.00,00000131.00,00000131.00,000000000001900,              950,              001,              001,         741950.00,         124450.00
OPTSTK    ,BHARTIARTL,24/11/2022,00000650.00,PE      ,00000000.55,00000001.00,00000000.55,00000000.60,000000000005700,             2850,              003,              003,        1854542.50,           2042.50
OPTSTK    ,BHARTIARTL,24/11/2022,00000680.00,PE      ,00000001.75,00000001.75,00000001.75,00000001.75,000000000001900,              950,              001,              001,         647662.50,           1662.50
OPTSTK    ,BHARTIARTL,24/11/2022,00000700.00,CE      ,00000088.55,00000090.00,00000088.55,00000090.00,000000000007600,             2850,              003,              003,        2250122.50,         255122.50
OPTSTK    ,BHARTIARTL,24/11/2022,00000700.00,PE      ,00000004.40,00000004.40,00000002.60,00000002.60,000000000168150,            61750,              065,              054,       43399752.50,         174752.50
OPTSTK    ,BHARTIARTL,24/11/2022,00000730.00,PE      ,00000007.00,00000007.00,00000007.00,00000007.00,000000000000000,              950,              001,              001,         700150.00,           6650.00
OPTSTK    ,BHARTIARTL,24/11/2022,00000740.00,PE      ,00000008.90,00000008.90,00000007.05,00000007.30,000000000009500,             4750,              005,              005,        3551527.50,          36527.50
OPTSTK    ,BHARTIARTL,24/11/2022,00000750.00,CE      ,00000040.55,00000046.00,00000040.55,00000045.50,000000000056050,            19950,              021,              021,       15830467.50,         867967.50
OPTSTK    ,BHARTIARTL,24/11/2022,00000750.00,PE      ,00000011.50,00000011.70,00000009.00,00000009.20,000000000221350,           132050,              139,              109,      100379090.00,        1341590.00
OPTSTK    ,BHARTIARTL,24/11/2022,00000760.00,CE      ,00000034.15,00000036.00,00000034.15,00000036.00,000000000011400,             1900,              002,              002,        1510642.50,          66642.50
OPTSTK    ,BHARTIARTL,24/11/2022,00000760.00,PE      ,00000014.55,00000016.00,00000011.90,00000011.90,000000000017100,             7600,              008,              008,        5878030.00,         102030.00
OPTSTK    ,BHARTIARTL,24/11/2022,00000770.00,CE      ,00000028.20,00000029.00,00000028.20,00000029.00,000000000013300,             1900,              002,              002,        1517340.00,          54340.00
OPTSTK    ,BHARTIARTL,24/11/2022,00000770.00,PE      ,00000018.00,00000018.00,00000015.00,00000015.10,000000000018050,            17100,              018,              013,       13444922.50,         277922.50
